,jaw,height,position,decay_a,decay_b,decay_c,spike,collimator_type,beam_type,beam_state
0,0,149.92771134020617,2.2427414572219493,93.88812830637177,0.2639335690644304,36.566258648395134,1,TCP,PROTON,
1,1,5.682905263157895,2.248855515081375,5.4340056031688,0.5721054340986604,0.7897839973969505,1,TCP,PROTON,
2,1,35.23408653846154,1.9564340371510616,19.18687250987697,0.0964046860613481,7.522468721218576,1,TCP,PROTON,
3,0,301.1259871794872,2.5068124712230624,190.73871602341262,0.10262259572817899,58.784675819073115,1,TCP,PROTON,
4,1,15.177948979591838,2.6126409660504213,14.277830169016758,0.1298564136556542,2.2653540902702893,1,TCP,PROTON,
5,0,47.15167532467533,3.009497821653017,44.783077371758175,0.41972960399937626,5.0145700769484565,1,TCP,PROTON,
6,0,13.479858974358974,3.2542262159412836,12.688104119527495,0.289659528588713,2.37879595969208,1,TCP,PROTON,
7,0,113.360091954023,3.488178734530308,103.12453847752752,0.10441434254558493,23.21570392564673,1,TCP,PROTON,
8,1,17.162404040404038,3.5056320903421256,13.686850378630426,0.3322180652794648,8.528733673125659,1,TCP,PROTON,
9,0,1000.6109175257733,2.1430270202540167,1018.24032002733,0.37883702281556,112.70769330837402,1,TCP,PROTON,
10,0,12.626882978723405,5.1129313317631375,11.989118867729426,0.23264497344848725,2.6180862748362044,1,TCP,PROTON,
11,0,5.0285714285714285,3.63785450969046,5.115665422963646,0.17420842850308882,0.9188695839483078,1,TCP,PROTON,
12,0,2.6477840909090906,4.749053705377729,2.4539623511256154,0.5637994576119834,0.5333087238183953,0,TCP,PROTON,
13,0,904.8917549019608,2.3149983243484744,873.845878424223,0.4354673181596171,126.45649423875963,1,TCP,PROTON,
14,1,61.46941,3.2591327984735985,37.05824583399728,0.04475718852227888,23.102765231070336,1,TCP,PROTON,
15,1,5.958527472527473,4.682995320683443,5.75121135583354,0.6985970272130546,5.061330520657405,1,TCP,PROTON,
16,0,8.958126315789475,4.047939927146476,9.149481007009259,0.32895768731976444,0.7397872880475422,1,TCP,PROTON,
17,0,53.56861224489798,4.11805505868626,46.92146695023162,0.057058055592240885,9.037504027631076,1,TCP,PROTON,
